NAME,B19013_001E,B19301_001E,B23025_002E,B23025_007E,B17001_002E,B01002_001E,B01003_001E,B25035_001E,B25058_001E,B25064_001E,B25077_001E,B25088_002E,Year,state,county
"Jefferson County, Colorado",78943.0,41930.0,325060.0,143228.0,41438.0,40.4,570427.0,1978.0,1183.0,1285.0,366800.0,1803.0,2018,08,059
"Jefferson County, Colorado",82986.0,44119.0,328453.0,145001.0,40118.0,40.3,574798.0,1978,1280.0,1376.0,397700.0,1863.0,2019,08,059
"Jefferson County, Colorado",87793.0,45581.0,331126.0,147512.0,38346.0,40.2,578795.0,1979,1348.0,1451.0,433100.0,1935.0,2020,08,059
"Jefferson County, Colorado",93933.0,49213.0,332976.0,147232.0,38940.0,40.2,580130.0,1979,1432.0,1555.0,463400.0,2072.0,2021,08,059
"Kiowa County, Colorado",41542.0,24098.0,882.0,472.0,223.0,43.2,1728.0,1958.0,342.0,599.0,75100.0,850.0,2011,08,061
"Kiowa County, Colorado",41739.0,21960.0,725.0,342.0,205.0,40.1,1393.0,1958.0,341.0,646.0,76100.0,853.0,2012,08,061
"Kiowa County, Colorado",40813.0,22482.0,727.0,360.0,243.0,40.9,1423.0,1960.0,368.0,661.0,79400.0,864.0,2013,08,061
"Kiowa County, Colorado",39375.0,22173.0,724.0,383.0,203.0,40.4,1407.0,1964.0,399.0,683.0,76400.0,894.0,2014,08,061
"Kiowa County, Colorado",40304.0,22731.0,740.0,410.0,189.0,41.2,1463.0,1966.0,393.0,582.0,83600.0,888.0,2015,08,061
"Kiowa County, Colorado",38385.0,21602.0,704.0,416.0,154.0,40.7,1465.0,1966.0,400.0,589.0,82700.0,908.0,2016,08,061
"Kiowa County, Colorado",39250.0,23621.0,652.0,395.0,142.0,41.1,1368.0,1967.0,431.0,619.0,83200.0,906.0,2017,08,061
"Kiowa County, Colorado",39784.0,24012.0,693.0,389.0,160.0,40.4,1449.0,1966.0,430.0,594.0,80100.0,881.0,2018,08,061
"Kiowa County, Colorado",41731.0,25937.0,717.0,399.0,177.0,42.5,1489.0,1963,495.0,750.0,86500.0,916.0,2019,08,061
"Kiowa County, Colorado",39503.0,23275.0,716.0,355.0,194.0,39.8,1463.0,1962,642.0,811.0,85900.0,893.0,2020,08,061
"Kiowa County, Colorado",45476.0,26540.0,697.0,357.0,183.0,41.6,1414.0,1962,633.0,793.0,105500.0,1082.0,2021,08,061
"Kit Carson County, Colorado",43194.0,21674.0,4112.0,2507.0,843.0,38.7,8178.0,1967.0,485.0,629.0,115900.0,1096.0,2011,08,063
"Kit Carson County, Colorado",42832.0,20846.0,4039.0,2577.0,871.0,39.0,8210.0,1969.0,424.0,587.0,118400.0,1170.0,2012,08,063
"Kit Carson County, Colorado",44157.0,21850.0,3996.0,2613.0,1027.0,38.8,8189.0,1969.0,440.0,612.0,121600.0,1140.0,2013,08,063
"Kit Carson County, Colorado",41495.0,21330.0,3810.0,2633.0,1135.0,38.4,8122.0,1969.0,506.0,644.0,121600.0,1108.0,2014,08,063
"Kit Carson County, Colorado",40603.0,21769.0,3644.0,2659.0,1157.0,38.9,7980.0,1970.0,521.0,672.0,122300.0,1116.0,2015,08,063
"Kit Carson County, Colorado",44449.0,24327.0,3919.0,2619.0,1033.0,39.2,8174.0,1970.0,570.0,760.0,123400.0,1106.0,2016,08,063
"Kit Carson County, Colorado",45881.0,26125.0,3842.0,2384.0,814.0,38.4,7846.0,1971.0,543.0,743.0,130200.0,1131.0,2017,08,063
"Kit Carson County, Colorado",51046.0,27471.0,3771.0,2254.0,705.0,38.5,7635.0,1971.0,606.0,763.0,140800.0,1177.0,2018,08,063
"Kit Carson County, Colorado",49349.0,27797.0,3645.0,2218.0,421.0,38.3,7447.0,1971,617.0,736.0,122400.0,1210.0,2019,08,063
"Kit Carson County, Colorado",50411.0,29276.0,3696.0,1931.0,520.0,38.4,7246.0,1972,645.0,803.0,127800.0,1216.0,2020,08,063
"Kit Carson County, Colorado",52917.0,33007.0,3558.0,1887.0,642.0,38.9,7071.0,1971,659.0,790.0,161100.0,1348.0,2021,08,063
"Lake County, Colorado",40543.0,21063.0,3733.0,1723.0,1524.0,34.5,7010.0,1960.0,679.0,862.0,171600.0,1128.0,2011,08,065
"Lake County, Colorado",45082.0,22622.0,4189.0,1455.0,1114.0,34.2,7372.0,1964.0,714.0,804.0,163800.0,1133.0,2012,08,065
"Lake County, Colorado",44610.0,25029.0,4164.0,1476.0,1032.0,34.9,7332.0,1969.0,749.0,858.0,164400.0,1150.0,2013,08,065
"Lake County, Colorado",46174.0,25998.0,4303.0,1454.0,872.0,39.0,7311.0,1963.0,737.0,917.0,168800.0,1255.0,2014,08,065
"Lake County, Colorado",45367.0,24399.0,4376.0,1541.0,833.0,39.0,7362.0,1964.0,650.0,850.0,168500.0,1350.0,2015,08,065
"Lake County, Colorado",46928.0,26693.0,4498.0,1628.0,836.0,39.4,7401.0,1965.0,720.0,844.0,184200.0,1373.0,2016,08,065
"Lake County, Colorado",46176.0,28492.0,4441.0,1948.0,939.0,39.3,7481.0,1964.0,737.0,889.0,197600.0,1399.0,2017,08,065
"Lake County, Colorado",46918.0,28062.0,4373.0,2151.0,1232.0,37.8,7585.0,1968.0,752.0,955.0,214000.0,1371.0,2018,08,065
"Lake County, Colorado",50565.0,29122.0,4435.0,2148.0,1110.0,36.7,7751.0,1970,837.0,982.0,232100.0,1402.0,2019,08,065
"Lake County, Colorado",65858.0,35264.0,4766.0,2083.0,1041.0,37.8,7845.0,1973,961.0,1086.0,258200.0,1356.0,2020,08,065
"Lake County, Colorado",73099.0,37837.0,4571.0,1701.0,568.0,35.4,7417.0,1971,1082.0,1152.0,262800.0,1505.0,2021,08,065
"La Plata County, Colorado",56910.0,30592.0,29125.0,12696.0,5172.0,38.1,50820.0,1984.0,828.0,964.0,342800.0,1661.0,2011,08,067
"La Plata County, Colorado",57407.0,30562.0,29225.0,13059.0,5510.0,37.7,51443.0,1985.0,847.0,971.0,336800.0,1648.0,2012,08,067
"La Plata County, Colorado",58080.0,30151.0,28892.0,14021.0,5687.0,38.3,52039.0,1986.0,870.0,1012.0,339400.0,1659.0,2013,08,067
"La Plata County, Colorado",58456.0,31016.0,28966.0,14395.0,5609.0,38.5,52547.0,1987.0,877.0,1026.0,333100.0,1621.0,2014,08,067
"La Plata County, Colorado",60278.0,31822.0,29512.0,14422.0,5432.0,38.8,53182.0,1987.0,860.0,984.0,332700.0,1602.0,2015,08,067
"La Plata County, Colorado",61910.0,32953.0,30123.0,14602.0,5569.0,39.0,53994.0,1987.0,888.0,1021.0,340500.0,1613.0,2016,08,067
"La Plata County, Colorado",62533.0,34501.0,30517.0,14751.0,5045.0,39.7,54469.0,1988.0,924.0,1090.0,356700.0,1646.0,2017,08,067
"La Plata County, Colorado",64372.0,37864.0,30796.0,14884.0,4609.0,39.9,55101.0,1988.0,938.0,1121.0,375400.0,1694.0,2018,08,067
"La Plata County, Colorado",68685.0,39493.0,30586.0,15493.0,4919.0,40.4,55617.0,1988,959.0,1147.0,395600.0,1728.0,2019,08,067
"La Plata County, Colorado",69291.0,38841.0,29757.0,16935.0,5608.0,40.8,56138.0,1989,1004.0,1195.0,415900.0,1748.0,2020,08,067
"La Plata County, Colorado",75089.0,40529.0,30081.0,16293.0,5222.0,41.3,55673.0,1989,1069.0,1235.0,430200.0,1833.0,2021,08,067
"Larimer County, Colorado",57215.0,30276.0,167493.0,72554.0,38585.0,35.1,296107.0,1984.0,798.0,887.0,244600.0,1614.0,2011,08,069
"Larimer County, Colorado",57927.0,30684.0,170089.0,74361.0,40034.0,35.4,300870.0,1985.0,841.0,934.0,245200.0,1593.0,2012,08,069
"Larimer County, Colorado",58626.0,30740.0,171088.0,77649.0,41846.0,35.5,305798.0,1985.0,872.0,973.0,247100.0,1577.0,2013,08,069
"Larimer County, Colorado",58844.0,31082.0,172892.0,81051.0,41375.0,35.5,311435.0,1986.0,894.0,1001.0,251600.0,1560.0,2014,08,069
"Larimer County, Colorado",59805.0,31304.0,176103.0,83890.0,42338.0,35.5,318227.0,1986.0,924.0,1035.0,263400.0,1537.0,2015,08,069
"Larimer County, Colorado",61942.0,32433.0,180054.0,86344.0,41640.0,35.6,325228.0,1987.0,964.0,1077.0,282500.0,1555.0,2016,08,069
"Larimer County, Colorado",64980.0,34087.0,182626.0,88939.0,40006.0,35.7,330976.0,1988.0,1023.0,1140.0,306600.0,1608.0,2017,08,069
"Larimer County, Colorado",67664.0,35390.0,187008.0,91223.0,39489.0,35.9,338161.0,1988.0,1120.0,1228.0,336200.0,1675.0,2018,08,069
"Larimer County, Colorado",71881.0,37363.0,191618.0,92605.0,38822.0,36.0,344786.0,1989,1197.0,1297.0,363800.0,1739.0,2019,08,069
"Larimer County, Colorado",76366.0,38142.0,195442.0,94618.0,37805.0,36.2,350523.0,1990,1232.0,1340.0,390600.0,1801.0,2020,08,069
"Larimer County, Colorado",80664.0,42596.0,198204.0,95655.0,38493.0,36.3,354670.0,1991,1323.0,1433.0,420200.0,1923.0,2021,08,069
"Las Animas County, Colorado",40617.0,22357.0,7098.0,5553.0,2727.0,43.6,15549.0,1960.0,572.0,744.0,147600.0,1180.0,2011,08,071
"Las Animas County, Colorado",41623.0,21941.0,7364.0,5267.0,2769.0,44.2,15385.0,1958.0,535.0,699.0,143200.0,1200.0,2012,08,071
"Las Animas County, Colorado",42261.0,22180.0,7135.0,5311.0,2599.0,44.4,15136.0,1962.0,507.0,711.0,151500.0,1197.0,2013,08,071
"Las Animas County, Colorado",45707.0,23365.0,6914.0,5270.0,2323.0,44.6,14789.0,1963.0,530.0,761.0,151200.0,1228.0,2014,08,071
"Las Animas County, Colorado",45067.0,22935.0,6504.0,5467.0,2055.0,45.0,14503.0,1963.0,531.0,755.0,150600.0,1158.0,2015,08,071
"Las Animas County, Colorado",42808.0,23857.0,6789.0,5156.0,1926.0,45.7,14322.0,1966.0,513.0,691.0,145800.0,1152.0,2016,08,071
"Las Animas County, Colorado",40586.0,24268.0,6567.0,5289.0,2266.0,46.0,14151.0,1970.0,507.0,702.0,145900.0,1148.0,2017,08,071
"Las Animas County, Colorado",41945.0,25118.0,6525.0,5398.0,2426.0,46.1,14179.0,1968.0,516.0,702.0,147100.0,1165.0,2018,08,071
"Las Animas County, Colorado",41817.0,25813.0,6359.0,5695.0,2474.0,45.9,14266.0,1971,514.0,712.0,151100.0,1170.0,2019,08,071
"Las Animas County, Colorado",44159.0,26918.0,6453.0,5597.0,2466.0,46.2,14323.0,1971,531.0,722.0,158600.0,1247.0,2020,08,071
"Las Animas County, Colorado",45118.0,26521.0,6319.0,6008.0,2945.0,46.4,14531.0,1970,562.0,761.0,168100.0,1277.0,2021,08,071
"Lincoln County, Colorado",43375.0,20579.0,2109.0,2466.0,452.0,39.9,5462.0,1965.0,443.0,624.0,104600.0,1085.0,2011,08,073
"Lincoln County, Colorado",43807.0,19858.0,2013.0,2575.0,399.0,39.4,5443.0,1965.0,478.0,640.0,105700.0,1155.0,2012,08,073
"Lincoln County, Colorado",41910.0,19703.0,1860.0,2741.0,532.0,39.3,5442.0,1967.0,505.0,647.0,115000.0,1188.0,2013,08,073
"Lincoln County, Colorado",43701.0,17594.0,1796.0,2843.0,620.0,38.7,5462.0,1967.0,515.0,677.0,124300.0,1206.0,2014,08,073
"Lincoln County, Colorado",39005.0,15203.0,1588.0,2948.0,624.0,37.8,5478.0,1970.0,543.0,705.0,118300.0,1173.0,2015,08,073
"Lincoln County, Colorado",40438.0,14210.0,1425.0,3139.0,597.0,37.5,5515.0,1969.0,571.0,744.0,126400.0,1238.0,2016,08,073
"Lincoln County, Colorado",44725.0,14765.0,1509.0,3054.0,492.0,38.5,5520.0,1970.0,584.0,781.0,132100.0,1168.0,2017,08,073
"Lincoln County, Colorado",49423.0,16219.0,1576.0,2999.0,475.0,37.9,5548.0,1969.0,608.0,808.0,135700.0,1153.0,2018,08,073
"Lincoln County, Colorado",47258.0,16753.0,1540.0,3047.0,515.0,38.0,5585.0,1969,604.0,780.0,147100.0,1193.0,2019,08,073
"Lincoln County, Colorado",47042.0,16755.0,1507.0,3085.0,472.0,37.7,5608.0,1966,623.0,744.0,157500.0,1181.0,2020,08,073
"Lincoln County, Colorado",46894.0,19758.0,1863.0,2738.0,478.0,38.4,5630.0,1969,637.0,745.0,163900.0,1205.0,2021,08,073
"Logan County, Colorado",42324.0,23601.0,12355.0,6037.0,3219.0,38.1,22417.0,1960.0,450.0,573.0,121400.0,1027.0,2011,08,075
"Logan County, Colorado",41369.0,22815.0,12294.0,6302.0,3426.0,37.5,22541.0,1962.0,495.0,615.0,121200.0,1051.0,2012,08,075
"Logan County, Colorado",40415.0,22581.0,12008.0,6762.0,3788.0,37.2,22607.0,1963.0,478.0,617.0,119800.0,1063.0,2013,08,075
"Logan County, Colorado",41749.0,23533.0,12048.0,6738.0,3630.0,37.1,22604.0,1964.0,512.0,634.0,122300.0,1093.0,2014,08,075
"Logan County, Colorado",42319.0,23916.0,11458.0,6792.0,3529.0,37.6,21928.0,1961.0,560.0,673.0,124700.0,1044.0,2015,08,075
"Logan County, Colorado",43340.0,23692.0,11323.0,6839.0,3394.0,37.1,21862.0,1964.0,612.0,700.0,137300.0,1082.0,2016,08,075
"Logan County, Colorado",44876.0,24595.0,11079.0,6692.0,3500.0,37.5,21885.0,1964.0,612.0,712.0,148700.0,1087.0,2017,08,075
"Logan County, Colorado",48922.0,25776.0,11152.0,6395.0,3117.0,38.4,21689.0,1964.0,637.0,744.0,154500.0,1132.0,2018,08,075
"Logan County, Colorado",53318.0,26727.0,11653.0,6626.0,2701.0,38.2,22380.0,1962,660.0,786.0,157900.0,1147.0,2019,08,075
"Logan County, Colorado",49560.0,26281.0,11853.0,6855.0,2304.0,38.9,22282.0,1962,677.0,816.0,161800.0,1180.0,2020,08,075
"Logan County, Colorado",50998.0,27849.0,11330.0,6398.0,2350.0,38.1,21765.0,1961,675.0,800.0,177100.0,1270.0,2021,08,075
"Mesa County, Colorado",52986.0,27680.0,73945.0,40512.0,18052.0,37.9,144766.0,1982.0,705.0,837.0,222800.0,1412.0,2011,08,077
"Mesa County, Colorado",51029.0,27030.0,74231.0,41645.0,19230.0,37.9,146562.0,1982.0,697.0,848.0,216600.0,1410.0,2012,08,077
"Mesa County, Colorado",49471.0,26700.0,73673.0,43055.0,21157.0,38.2,147432.0,1984.0,714.0,842.0,210100.0,1405.0,2013,08,077
"Mesa County, Colorado",48610.0,26518.0,73943.0,43135.0,22726.0,38.2,147509.0,1984.0,715.0,841.0,203200.0,1375.0,2014,08,077
"Mesa County, Colorado",49322.0,26569.0,74434.0,43126.0,22545.0,38.4,147834.0,1984.0,719.0,837.0,199000.0,1318.0,2015,08,077
"Mesa County, Colorado",50070.0,26731.0,74819.0,43523.0,23633.0,38.8,148166.0,1985.0,749.0,875.0,201500.0,1305.0,2016,08,077
"Mesa County, Colorado",51971.0,27612.0,74921.0,44528.0,23238.0,38.9,148798.0,1985.0,777.0,907.0,207900.0,1303.0,2017,08,077
"Mesa County, Colorado",53683.0,28518.0,75574.0,45169.0,22978.0,39.1,149998.0,1985.0,793.0,934.0,214400.0,1302.0,2018,08,077
"Mesa County, Colorado",55379.0,29596.0,75903.0,46170.0,21032.0,39.7,151218.0,1985,839.0,963.0,227000.0,1313.0,2019,08,077
"Mesa County, Colorado",57157.0,29783.0,76556.0,47198.0,19425.0,40.0,152962.0,1985,839.0,963.0,245000.0,1339.0,2020,08,077
"Mesa County, Colorado",62127.0,33073.0,77350.0,47979.0,17937.0,40.3,154685.0,1986,860.0,982.0,264100.0,1385.0,2021,08,077
"Mineral County, Colorado",54375.0,50502.0,390.0,299.0,51.0,58.5,723.0,1981.0,648.0,694.0,284700.0,1199.0,2011,08,079
"Mineral County, Colorado",52750.0,42539.0,391.0,290.0,47.0,60.3,702.0,1982.0,684.0,707.0,273600.0,1375.0,2012,08,079
"Mineral County, Colorado",47083.0,42255.0,374.0,345.0,49.0,60.8,761.0,1982.0,655.0,670.0,275000.0,1298.0,2013,08,079
"Mineral County, Colorado",47986.0,34305.0,342.0,325.0,48.0,61.2,704.0,1984.0,644.0,663.0,280200.0,1378.0,2014,08,079
"Mineral County, Colorado",48125.0,32271.0,314.0,365.0,56.0,60.9,733.0,1985.0,719.0,761.0,277100.0,1388.0,2015,08,079
"Mineral County, Colorado",49125.0,35041.0,332.0,402.0,65.0,61.2,793.0,1985.0,632.0,639.0,277500.0,1508.0,2016,08,079
"Mineral County, Colorado",50385.0,33018.0,383.0,373.0,100.0,58.5,834.0,1986.0,631.0,638.0,279000.0,1470.0,2017,08,079
"Mineral County, Colorado",61058.0,35229.0,429.0,321.0,99.0,58.6,823.0,1988.0,719.0,719.0,293600.0,1552.0,2018,08,079
"Mineral County, Colorado",62188.0,33955.0,429.0,301.0,113.0,56.1,824.0,1988,488.0,720.0,308600.0,1615.0,2019,08,079
"Mineral County, Colorado",53571.0,30908.0,489.0,252.0,127.0,51.0,853.0,1988,750.0,750.0,329300.0,1478.0,2020,08,079
"Mineral County, Colorado",55556.0,33849.0,447.0,246.0,95.0,50.8,794.0,1988,823.0,823.0,354400.0,1589.0,2021,08,079
"Moffat County, Colorado",50758.0,23810.0,7322.0,3094.0,1780.0,36.4,13586.0,1977.0,622.0,741.0,178400.0,1300.0,2011,08,081
"Moffat County, Colorado",51008.0,23974.0,7294.0,3092.0,1606.0,36.4,13547.0,1977.0,613.0,738.0,184800.0,1376.0,2012,08,081
"Moffat County, Colorado",53231.0,24577.0,7219.0,3080.0,1515.0,36.3,13447.0,1977.0,622.0,724.0,176500.0,1360.0,2013,08,081
"Moffat County, Colorado",50123.0,24623.0,6978.0,3225.0,1516.0,36.7,13286.0,1976.0,626.0,739.0,177700.0,1352.0,2014,08,081
"Moffat County, Colorado",51387.0,24624.0,6738.0,3350.0,1462.0,37.1,13117.0,1976.0,616.0,721.0,175800.0,1288.0,2015,08,081
"Moffat County, Colorado",53664.0,26344.0,6640.0,3395.0,1419.0,37.7,13034.0,1976.0,601.0,726.0,170000.0,1258.0,2016,08,081
"Moffat County, Colorado",53010.0,27331.0,6611.0,3481.0,1305.0,37.7,13056.0,1976.0,616.0,732.0,169200.0,1238.0,2017,08,081
"Moffat County, Colorado",52807.0,27845.0,6531.0,3578.0,1796.0,37.8,13060.0,1975.0,630.0,777.0,170700.0,1285.0,2018,08,081
"Moffat County, Colorado",57229.0,29100.0,6480.0,3650.0,2206.0,36.6,13127.0,1976,625.0,779.0,182300.0,1336.0,2019,08,081
"Moffat County, Colorado",54583.0,29059.0,6501.0,3675.0,2320.0,36.7,13150.0,1977,695.0,841.0,190600.0,1320.0,2020,08,081
"Moffat County, Colorado",58583.0,29451.0,6413.0,3841.0,2320.0,37.4,13240.0,1977,732.0,873.0,201700.0,1372.0,2021,08,081
"Montezuma County, Colorado",45623.0,25612.0,12905.0,7316.0,4218.0,42.5,25372.0,1980.0,578.0,734.0,191500.0,1176.0,2011,08,083
"Montezuma County, Colorado",44102.0,24731.0,12567.0,7709.0,4911.0,42.8,25424.0,1980.0,562.0,703.0,187900.0,1193.0,2012,08,083
"Montezuma County, Colorado",43188.0,23548.0,12250.0,8112.0,4831.0,42.9,25512.0,1981.0,553.0,700.0,189400.0,1197.0,2013,08,083
"Montezuma County, Colorado",43431.0,23611.0,12325.0,8044.0,4636.0,43.1,25569.0,1980.0,560.0,713.0,184300.0,1157.0,2014,08,083
"Montezuma County, Colorado",43553.0,23470.0,12259.0,8185.0,4550.0,43.4,25700.0,1981.0,614.0,775.0,180400.0,1137.0,2015,08,083
"Montezuma County, Colorado",41622.0,22738.0,11886.0,8899.0,4811.0,43.4,26006.0,1982.0,607.0,745.0,187700.0,1153.0,2016,08,083
"Montezuma County, Colorado",45645.0,24440.0,11959.0,8588.0,4275.0,44.1,25770.0,1983.0,609.0,774.0,197900.0,1200.0,2017,08,083
"Montezuma County, Colorado",46797.0,25161.0,11780.0,8899.0,4140.0,44.4,25909.0,1983.0,611.0,762.0,208300.0,1276.0,2018,08,083
"Montezuma County, Colorado",49470.0,26072.0,11815.0,9157.0,3902.0,45.2,26031.0,1983,643.0,815.0,222800.0,1305.0,2019,08,083
"Montezuma County, Colorado",50717.0,26564.0,12026.0,9151.0,3228.0,45.2,26266.0,1982,643.0,802.0,238200.0,1327.0,2020,08,083
"Montezuma County, Colorado",58335.0,28520.0,11538.0,9345.0,3142.0,45.0,25916.0,1983,707.0,828.0,243500.0,1330.0,2021,08,083
"Montrose County, Colorado",47479.0,23498.0,20119.0,11877.0,5096.0,42.0,40812.0,1983.0,664.0,813.0,202200.0,1407.0,2011,08,085
"Montrose County, Colorado",47139.0,23018.0,20137.0,12197.0,5565.0,42.6,40994.0,1985.0,652.0,816.0,200900.0,1399.0,2012,08,085
"Montrose County, Colorado",45718.0,22897.0,19968.0,12476.0,6484.0,42.8,41020.0,1986.0,678.0,848.0,193700.0,1395.0,2013,08,085
"Montrose County, Colorado",44885.0,23408.0,19486.0,13114.0,6915.0,43.5,40885.0,1987.0,671.0,829.0,194600.0,1341.0,2014,08,085
"Montrose County, Colorado",43999.0,23144.0,18743.0,13855.0,7644.0,44.2,40815.0,1989.0,659.0,814.0,190900.0,1287.0,2015,08,085
"Montrose County, Colorado",43890.0,23276.0,18612.0,14172.0,7278.0,44.6,40866.0,1990.0,660.0,797.0,193300.0,1254.0,2016,08,085
"Montrose County, Colorado",44865.0,24308.0,18535.0,14208.0,7189.0,44.7,40908.0,1989.0,686.0,838.0,202500.0,1269.0,2017,08,085
"Montrose County, Colorado",48739.0,25803.0,18643.0,14562.0,6812.0,45.1,41268.0,1989.0,704.0,859.0,212900.0,1270.0,2018,08,085
"Montrose County, Colorado",50489.0,28078.0,18841.0,14748.0,6226.0,45.2,41686.0,1989,726.0,901.0,224400.0,1289.0,2019,08,085
"Montrose County, Colorado",54611.0,30017.0,19425.0,14840.0,5164.0,45.5,42280.0,1990,803.0,980.0,242300.0,1292.0,2020,08,085
"Montrose County, Colorado",57225.0,31403.0,19423.0,14870.0,4844.0,45.6,42328.0,1990,813.0,988.0,264900.0,1399.0,2021,08,085
"Morgan County, Colorado",42792.0,19753.0,13770.0,7408.0,4058.0,36.2,27943.0,1971.0,533.0,677.0,136700.0,1266.0,2011,08,087
"Morgan County, Colorado",42829.0,20276.0,13786.0,7487.0,4002.0,36.0,28200.0,1970.0,535.0,675.0,138900.0,1247.0,2012,08,087
"Morgan County, Colorado",43774.0,20680.0,13882.0,7514.0,3679.0,36.0,28308.0,1971.0,536.0,695.0,137000.0,1265.0,2013,08,087
"Morgan County, Colorado",46223.0,21297.0,13948.0,7468.0,3404.0,36.5,28342.0,1971.0,543.0,736.0,135000.0,1239.0,2014,08,087
"Morgan County, Colorado",48450.0,22101.0,14135.0,7364.0,3218.0,36.4,28359.0,1972.0,538.0,726.0,145500.0,1232.0,2015,08,087
"Morgan County, Colorado",49495.0,23408.0,14061.0,7433.0,2986.0,36.6,28288.0,1971.0,536.0,723.0,152800.0,1229.0,2016,08,087
"Morgan County, Colorado",51456.0,24077.0,13925.0,7601.0,2579.0,36.6,28123.0,1971.0,616.0,780.0,162900.0,1239.0,2017,08,087
"Morgan County, Colorado",51626.0,24189.0,13818.0,7822.0,2787.0,36.3,28257.0,1971.0,658.0,775.0,183900.0,1313.0,2018,08,087
"Morgan County, Colorado",53682.0,25064.0,14232.0,7668.0,3078.0,36.2,28517.0,1972,700.0,835.0,201200.0,1388.0,2019,08,087
"Morgan County, Colorado",58468.0,24800.0,13882.0,8122.0,3038.0,36.2,28617.0,1973,737.0,902.0,217200.0,1461.0,2020,08,087
"Morgan County, Colorado",62914.0,26919.0,14043.0,8073.0,3404.0,36.1,28868.0,1973,779.0,949.0,239800.0,1608.0,2021,08,087
"Otero County, Colorado",31246.0,17396.0,8398.0,6332.0,4650.0,40.4,18795.0,1955.0,395.0,588.0,93300.0,949.0,2011,08,089
"Otero County, Colorado",31860.0,18416.0,8454.0,6353.0,4502.0,40.6,18791.0,1956.0,396.0,591.0,90900.0,937.0,2012,08,089
"Otero County, Colorado",33848.0,19078.0,8372.0,6494.0,4573.0,40.5,18817.0,1957.0,412.0,630.0,91800.0,914.0,2013,08,089
"Otero County, Colorado",32594.0,18868.0,8241.0,6566.0,4661.0,39.8,18712.0,1957.0,419.0,646.0,93200.0,960.0,2014,08,089
"Otero County, Colorado",32311.0,19228.0,8193.0,6537.0,4396.0,39.7,18572.0,1958.0,434.0,655.0,91900.0,964.0,2015,08,089
"Otero County, Colorado",34477.0,19842.0,8058.0,6581.0,4154.0,40.3,18440.0,1958.0,465.0,653.0,92300.0,959.0,2016,08,089
"Otero County, Colorado",35051.0,20358.0,7910.0,6653.0,4085.0,40.2,18325.0,1960.0,491.0,703.0,91800.0,987.0,2017,08,089
"Otero County, Colorado",34136.0,20109.0,7637.0,6980.0,4421.0,40.2,18325.0,1961.0,465.0,669.0,91900.0,1036.0,2018,08,089
"Otero County, Colorado",38169.0,21110.0,7587.0,6904.0,4226.0,39.9,18282.0,1961,479.0,675.0,94900.0,1021.0,2019,08,089
"Otero County, Colorado",43075.0,23275.0,7556.0,6959.0,3966.0,40.4,18284.0,1961,511.0,687.0,101000.0,1036.0,2020,08,089
"Otero County, Colorado",45826.0,23689.0,7672.0,7174.0,4005.0,40.1,18665.0,1962,526.0,764.0,107500.0,1048.0,2021,08,089
"Ouray County, Colorado",61935.0,31329.0,2238.0,1301.0,315.0,47.4,4371.0,1991.0,968.0,1202.0,442600.0,2150.0,2011,08,091
"Ouray County, Colorado",66474.0,34278.0,2396.0,1482.0,265.0,52.4,4445.0,1992.0,955.0,1192.0,400300.0,2047.0,2012,08,091
"Ouray County, Colorado",64601.0,33015.0,2433.0,1479.0,251.0,52.5,4475.0,1992.0,929.0,1102.0,383900.0,2027.0,2013,08,091
"Ouray County, Colorado",60701.0,32562.0,2426.0,1560.0,334.0,52.5,4532.0,1992.0,818.0,1053.0,389600.0,1913.0,2014,08,091
"Ouray County, Colorado",61624.0,33392.0,2423.0,1587.0,355.0,52.9,4580.0,1993.0,810.0,1026.0,388600.0,1771.0,2015,08,091
"Ouray County, Colorado",62800.0,34993.0,2540.0,1547.0,425.0,53.3,4651.0,1994.0,921.0,1088.0,399400.0,1710.0,2016,08,091
"Ouray County, Colorado",61333.0,35544.0,2460.0,1597.0,484.0,53.7,4653.0,1993.0,958.0,1101.0,420600.0,1743.0,2017,08,091
"Ouray County, Colorado",62230.0,36138.0,2466.0,1644.0,466.0,53.0,4722.0,1994.0,978.0,1139.0,419900.0,1833.0,2018,08,091
"Ouray County, Colorado",66417.0,41160.0,2421.0,1715.0,344.0,54.1,4796.0,1994,991.0,1223.0,449000.0,1840.0,2019,08,091
"Ouray County, Colorado",68893.0,41481.0,2436.0,1832.0,326.0,53.5,4890.0,1993,1160.0,1305.0,486200.0,1750.0,2020,08,091
"Ouray County, Colorado",67228.0,42317.0,2296.0,1938.0,213.0,54.4,4850.0,1993,1069.0,1173.0,528000.0,1678.0,2021,08,091
"Park County, Colorado",61284.0,30908.0,9460.0,3959.0,1043.0,46.2,16259.0,1984.0,1023.0,1216.0,246100.0,1563.0,2011,08,093
"Park County, Colorado",62594.0,31419.0,9599.0,3932.0,1355.0,47.0,16168.0,1986.0,1102.0,1276.0,249600.0,1589.0,2012,08,093
"Park County, Colorado",61570.0,31504.0,9524.0,4078.0,1451.0,47.5,16131.0,1987.0,967.0,1180.0,247300.0,1579.0,2013,08,093
"Park County, Colorado",60800.0,31838.0,9606.0,4143.0,1329.0,48.4,16174.0,1990.0,869.0,1087.0,244300.0,1541.0,2014,08,093
