County,Year,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Families in Poverty (12mo)
"Teller County, Colorado",2017,23769.0,49.8,66809.0,34974.0,1760.0,7.4046026336825275,186.0
"Teller County, Colorado",2018,24113.0,49.9,65382.0,34392.0,1980.0,8.211338282254385,194.0
"Teller County, Colorado",2019,24524.0,50.0,66592.0,35703.0,1984.0,8.090034252161148,173.0
"Teller County, Colorado",2020,24981.0,50.2,61463.0,34541.0,2287.0,9.154957767903607,133.0
"Teller County, Colorado",2021,24607.0,50.4,68677.0,38556.0,1851.0,7.522249766326655,82.0
"Washington County, Colorado",2011,4709.0,44.2,43945.0,24814.0,540.0,11.46740284561478,85.0
"Washington County, Colorado",2012,4796.0,44.2,43925.0,24435.0,468.0,9.7581317764804,69.0
"Washington County, Colorado",2013,4796.0,44.2,44683.0,24977.0,598.0,12.468723936613845,82.0
"Washington County, Colorado",2014,4781.0,44.1,44271.0,24326.0,580.0,12.13135327337377,83.0
"Washington County, Colorado",2015,4795.0,44.4,45541.0,24817.0,466.0,9.718456725755996,74.0
"Washington County, Colorado",2016,4814.0,42.8,46315.0,25744.0,529.0,10.988782717075198,75.0
"Washington County, Colorado",2017,4809.0,42.2,51458.0,26279.0,443.0,9.211894364732792,71.0
"Washington County, Colorado",2018,4840.0,41.6,49375.0,26680.0,480.0,9.917355371900827,58.0
"Washington County, Colorado",2019,4868.0,41.6,50094.0,27860.0,535.0,10.990139687756779,68.0
"Washington County, Colorado",2020,4869.0,41.3,51181.0,28224.0,559.0,11.480796878209079,57.0
"Washington County, Colorado",2021,4834.0,41.0,54141.0,29814.0,520.0,10.757136946628052,54.0
"Weld County, Colorado",2011,248441.0,32.9,55825.0,25233.0,33351.0,13.42411276721636,2822.0
"Weld County, Colorado",2012,253552.0,33.2,56589.0,25341.0,35581.0,14.033018867924529,2758.0
"Weld County, Colorado",2013,258780.0,33.5,57180.0,25468.0,37096.0,14.33495633356519,2825.0
"Weld County, Colorado",2014,265066.0,33.7,58100.0,25959.0,34898.0,13.16577757992349,2526.0
"Weld County, Colorado",2015,270948.0,33.9,60572.0,26751.0,34007.0,12.551116819463513,2388.0
"Weld County, Colorado",2016,278065.0,34.0,62820.0,27808.0,34050.0,12.245338320176938,2480.0
"Weld County, Colorado",2017,285729.0,34.2,66489.0,29226.0,31353.0,10.972984891278099,2492.0
"Weld County, Colorado",2018,295123.0,34.3,70908.0,30626.0,30574.0,10.359748308332458,2517.0
"Weld County, Colorado",2019,305345.0,34.4,74150.0,31793.0,29866.0,9.781067317296829,2505.0
"Weld County, Colorado",2020,315389.0,34.6,74332.0,32399.0,31641.0,10.032372720671932,2748.0
"Weld County, Colorado",2021,322424.0,34.8,80843.0,35707.0,30560.0,9.478202615189936,2873.0
"Yuma County, Colorado",2011,9960.0,36.2,44991.0,21825.0,782.0,7.85140562248996,59.0
"Yuma County, Colorado",2012,10032.0,36.3,45033.0,23098.0,1059.0,10.55622009569378,88.0
"Yuma County, Colorado",2013,10093.0,35.8,44308.0,22498.0,818.0,8.104626969186565,79.0
"Yuma County, Colorado",2014,10131.0,36.0,43279.0,22902.0,1012.0,9.98914223669924,99.0
"Yuma County, Colorado",2015,10185.0,36.0,43105.0,23246.0,1451.0,14.246440844378988,140.0
"Yuma County, Colorado",2016,10150.0,37.2,42026.0,23905.0,1459.0,14.374384236453203,140.0
"Yuma County, Colorado",2017,10109.0,35.8,44668.0,24789.0,1425.0,14.096349787318232,181.0
"Yuma County, Colorado",2018,10069.0,38.4,48394.0,25846.0,1438.0,14.281457940212533,202.0
"Yuma County, Colorado",2019,10003.0,37.8,52022.0,27955.0,1357.0,13.56593022093372,177.0
"Yuma County, Colorado",2020,10013.0,38.9,54393.0,28791.0,1099.0,10.975731548986317,190.0
"Yuma County, Colorado",2021,9944.0,38.1,56327.0,29600.0,1396.0,14.038616251005632,196.0
