County,Year,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Families in Poverty (12mo)
"Adams County, Colorado",2011,434295.0,32.2,56089.0,24384.0,60147.0,13.849342037094601,5143.0
"Adams County, Colorado",2012,442996.0,32.4,56633.0,24357.0,62008.0,13.99741758390595,4999.0
"Adams County, Colorado",2013,452030.0,32.6,56270.0,24195.0,63540.0,14.056589164435989,4814.0
"Adams County, Colorado",2014,461558.0,32.8,57421.0,24667.0,64599.0,13.995857508698798,4861.0
"Adams County, Colorado",2015,471206.0,33.0,58946.0,25039.0,64241.0,13.633315365254262,4802.0
"Adams County, Colorado",2016,479977.0,33.3,61444.0,26051.0,61265.0,12.764153282344779,4690.0
"Adams County, Colorado",2017,487850.0,33.4,64087.0,27487.0,59050.0,12.104130367940966,4542.0
"Adams County, Colorado",2018,497115.0,33.6,67575.0,28897.0,56588.0,11.383281534453799,4181.0
"Adams County, Colorado",2019,504108.0,33.8,71202.0,30313.0,54159.0,10.743531148087314,4100.0
"Adams County, Colorado",2020,509844.0,34.0,73817.0,31310.0,49946.0,9.796329857760414,3647.0
"Adams County, Colorado",2021,514969.0,34.2,78304.0,33571.0,48959.0,9.507174218253914,3434.0
"Alamosa County, Colorado",2011,15395.0,32.0,38299.0,20429.0,3103.0,20.155894771029555,303.0
"Alamosa County, Colorado",2012,15750.0,32.2,38045.0,19657.0,3191.0,20.26031746031746,304.0
"Alamosa County, Colorado",2013,15933.0,31.3,34520.0,19487.0,3924.0,24.62813029561288,332.0
"Alamosa County, Colorado",2014,16111.0,30.8,31400.0,19481.0,4192.0,26.019489789584757,320.0
"Alamosa County, Colorado",2015,16269.0,30.1,32395.0,19524.0,4396.0,27.020714241809575,392.0
"Alamosa County, Colorado",2016,16353.0,30.2,32385.0,18133.0,4786.0,29.26680119855684,475.0
"Alamosa County, Colorado",2017,16345.0,30.3,36315.0,19217.0,4239.0,25.934536555521568,427.0
"Alamosa County, Colorado",2018,16444.0,30.4,39191.0,21328.0,3635.0,22.10532717100462,392.0
"Alamosa County, Colorado",2019,16107.0,31.8,37515.0,22131.0,3528.0,21.903520208604956,422.0
"Alamosa County, Colorado",2020,16153.0,32.3,41121.0,23020.0,2806.0,17.371386120225345,279.0
"Alamosa County, Colorado",2021,16377.0,32.9,46217.0,25249.0,2466.0,15.057702875984612,144.0
"Arapahoe County, Colorado",2011,563508.0,35.6,59937.0,32482.0,66319.0,11.768954478019833,5198.0
"Arapahoe County, Colorado",2012,574357.0,35.7,60400.0,32845.0,66945.0,11.655642744843364,5311.0
"Arapahoe County, Colorado",2013,585333.0,35.9,60651.0,32595.0,69949.0,11.950291543446209,5015.0
"Arapahoe County, Colorado",2014,596684.0,36.0,62213.0,33574.0,68985.0,11.561395981792709,4896.0
"Arapahoe County, Colorado",2015,608310.0,36.1,63265.0,34190.0,67679.0,11.125741809274876,5035.0
"Arapahoe County, Colorado",2016,617668.0,36.3,66288.0,35250.0,65383.0,10.585460150113006,4759.0
"Arapahoe County, Colorado",2017,626612.0,36.4,69553.0,36951.0,61463.0,9.808781191550752,4438.0
"Arapahoe County, Colorado",2018,636671.0,36.5,73925.0,38972.0,56802.0,8.921719380967565,4194.0
"Arapahoe County, Colorado",2019,644560.0,36.6,77469.0,40443.0,51542.0,7.996462703239419,3626.0
"Arapahoe County, Colorado",2020,649980.0,36.8,80291.0,42184.0,49932.0,7.682082525616173,3379.0
"Arapahoe County, Colorado",2021,651621.0,37.0,84947.0,45046.0,49673.0,7.62298943711145,3083.0
"Archuleta County, Colorado",2011,12152.0,47.1,60170.0,29361.0,927.0,7.628373930217248,95.0
"Archuleta County, Colorado",2012,12109.0,47.5,54007.0,29771.0,1051.0,8.679494590800232,164.0
"Archuleta County, Colorado",2013,12109.0,47.8,48933.0,29793.0,1161.0,9.587909819142787,191.0
"Archuleta County, Colorado",2014,12132.0,48.8,48186.0,28506.0,1327.0,10.938015166501813,212.0
"Archuleta County, Colorado",2015,12174.0,49.6,46646.0,28884.0,1405.0,11.540988992935764,227.0
"Archuleta County, Colorado",2016,12355.0,49.5,45607.0,28649.0,1369.0,11.080534196681505,197.0
"Archuleta County, Colorado",2017,12592.0,49.8,48016.0,29344.0,1446.0,11.483481575603557,197.0
"Archuleta County, Colorado",2018,12908.0,50.6,50753.0,31035.0,1370.0,10.61357297799814,159.0
"Archuleta County, Colorado",2019,13253.0,50.9,52221.0,31629.0,1153.0,8.699916999924545,137.0
"Archuleta County, Colorado",2020,13588.0,50.3,55658.0,32995.0,1119.0,8.23520753606123,121.0
"Archuleta County, Colorado",2021,13267.0,50.0,62907.0,34394.0,1283.0,9.67061129117359,159.0
"Baca County, Colorado",2011,3807.0,47.2,37111.0,21322.0,644.0,16.916206987128973,88.0
"Baca County, Colorado",2012,3783.0,47.8,39497.0,22436.0,530.0,14.01004493787999,74.0
"Baca County, Colorado",2013,3761.0,47.8,38829.0,22318.0,551.0,14.65035894708854,83.0
"Baca County, Colorado",2014,3735.0,48.1,38625.0,22558.0,588.0,15.742971887550201,87.0
"Baca County, Colorado",2015,3701.0,47.6,38000.0,21361.0,736.0,19.88651715752499,102.0
"Baca County, Colorado",2016,3648.0,47.5,37477.0,22113.0,634.0,17.37938596491228,65.0
"Baca County, Colorado",2017,3581.0,47.6,35898.0,22853.0,674.0,18.821558223959787,90.0
"Baca County, Colorado",2018,3563.0,47.7,37500.0,23862.0,661.0,18.551782206006173,77.0
"Baca County, Colorado",2019,3561.0,46.0,35878.0,24061.0,654.0,18.36562763268745,93.0
"Baca County, Colorado",2020,3570.0,45.9,34655.0,24583.0,625.0,17.50700280112045,97.0
"Baca County, Colorado",2021,3519.0,43.2,39891.0,26220.0,702.0,19.948849104859335,89.0
"Bent County, Colorado",2011,6164.0,38.0,35667.0,15390.0,944.0,15.314730694354315,47.0
"Bent County, Colorado",2012,6192.0,40.6,36297.0,15259.0,912.0,14.728682170542635,96.0
"Bent County, Colorado",2013,6141.0,40.4,37340.0,15081.0,782.0,12.734082397003744,79.0
"Bent County, Colorado",2014,6000.0,40.9,39053.0,15402.0,703.0,11.716666666666667,78.0
"Bent County, Colorado",2015,5895.0,41.1,36791.0,13544.0,923.0,15.657336726039016,116.0
"Bent County, Colorado",2016,5816.0,41.2,34773.0,13772.0,943.0,16.213892709766164,132.0
"Bent County, Colorado",2017,5806.0,40.4,32500.0,14028.0,948.0,16.327936617292455,156.0
"Bent County, Colorado",2018,5809.0,41.0,34392.0,14777.0,912.0,15.69977620933035,120.0
"Bent County, Colorado",2019,5787.0,40.2,30900.0,13930.0,1177.0,20.338690167617074,140.0
"Bent County, Colorado",2020,5677.0,40.6,38083.0,15738.0,849.0,14.95508190945922,95.0
"Bent County, Colorado",2021,5861.0,40.9,40972.0,16557.0,1075.0,18.34157993516465,87.0
"Boulder County, Colorado",2011,293205.0,35.5,66479.0,37720.0,37119.0,12.65974318309715,1851.0
"Boulder County, Colorado",2012,297218.0,35.6,67403.0,38283.0,38134.0,12.830313103513246,1980.0
"Boulder County, Colorado",2013,301072.0,35.7,67956.0,38011.0,41412.0,13.754849338364245,2207.0
"Boulder County, Colorado",2014,305166.0,35.7,69407.0,38524.0,43057.0,14.109369982239174,2057.0
"Boulder County, Colorado",2015,310032.0,35.8,70961.0,39074.0,42167.0,13.60085410538267,1992.0
"Boulder County, Colorado",2016,313961.0,36.0,72282.0,40097.0,40732.0,12.97358589124127,1879.0
"Boulder County, Colorado",2017,316782.0,36.2,75669.0,42119.0,39882.0,12.589730477110441,1838.0
"Boulder County, Colorado",2018,321030.0,36.2,78642.0,43831.0,38546.0,12.006977541039777,1595.0
"Boulder County, Colorado",2019,322510.0,36.6,83019.0,46826.0,36358.0,11.273448885305882,1330.0
"Boulder County, Colorado",2020,324682.0,36.9,87476.0,48776.0,34918.0,10.754522887009443,1257.0
"Boulder County, Colorado",2021,328713.0,37.2,92466.0,52401.0,34842.0,10.599519945971105,1306.0
"Broomfield County, Colorado",2011,54592.0,36.6,76531.0,36783.0,3112.0,5.700468933177023,78.0
"Broomfield County, Colorado",2012,55913.0,36.5,80483.0,37964.0,3413.0,6.1041260529751575,168.0
"Broomfield County, Colorado",2013,57171.0,35.9,77998.0,37442.0,4032.0,7.0525266306344125,227.0
"Broomfield County, Colorado",2014,59027.0,37.4,80430.0,38706.0,3717.0,6.297118267911295,218.0
"Broomfield County, Colorado",2015,60699.0,37.5,81898.0,40135.0,3930.0,6.474571244995799,257.0
"Broomfield County, Colorado",2016,62449.0,37.6,83334.0,41698.0,3667.0,5.871991545100802,316.0
"Broomfield County, Colorado",2017,64283.0,37.8,85639.0,43736.0,3340.0,5.195774932719382,234.0
"Broomfield County, Colorado",2018,66120.0,37.7,89624.0,47016.0,3296.0,4.984875983061101,227.0
"Broomfield County, Colorado",2019,67886.0,37.8,96416.0,50863.0,3763.0,5.543116401025248,260.0
"Broomfield County, Colorado",2020,69444.0,38.4,101206.0,51461.0,3435.0,4.946431657162606,206.0
"Broomfield County, Colorado",2021,72697.0,38.4,107570.0,55176.0,3183.0,4.378447528783856,120.0
"Chaffee County, Colorado",2011,17707.0,46.8,43684.0,26795.0,1583.0,8.939967244592534,194.0
"Chaffee County, Colorado",2012,17879.0,47.3,45713.0,27961.0,1556.0,8.702947592147211,132.0
"Chaffee County, Colorado",2013,18063.0,47.8,46504.0,27182.0,1358.0,7.5181309859934675,88.0
"Chaffee County, Colorado",2014,18121.0,48.9,48528.0,27467.0,1480.0,8.16731968434413,75.0
"Chaffee County, Colorado",2015,18309.0,49.2,51092.0,28064.0,1502.0,8.203615708121688,82.0
"Chaffee County, Colorado",2016,18507.0,49.1,50993.0,27848.0,1673.0,9.039822769762793,75.0
"Chaffee County, Colorado",2017,18818.0,49.9,53762.0,28907.0,1686.0,8.959506855138697,125.0
"Chaffee County, Colorado",2018,19164.0,49.1,54580.0,29365.0,1807.0,9.429137967021498,124.0
"Chaffee County, Colorado",2019,19557.0,49.2,55771.0,29827.0,1776.0,9.081147415247738,144.0
"Chaffee County, Colorado",2020,19977.0,49.0,55176.0,31960.0,2151.0,10.767382489863342,155.0
"Chaffee County, Colorado",2021,19436.0,49.0,61216.0,34290.0,2084.0,10.722370858201275,163.0
"Cheyenne County, Colorado",2011,2247.0,40.6,47188.0,22877.0,197.0,8.767245215843346,9.0
"Cheyenne County, Colorado",2012,2095.0,41.0,50357.0,24502.0,159.0,7.5894988066825775,9.0
"Cheyenne County, Colorado",2013,2189.0,38.6,51641.0,23647.0,154.0,7.035175879396985,12.0
"Cheyenne County, Colorado",2014,2153.0,36.3,53900.0,23415.0,182.0,8.453320947515095,12.0
"Cheyenne County, Colorado",2015,2002.0,37.0,52554.0,23553.0,168.0,8.391608391608392,10.0
"Cheyenne County, Colorado",2016,2071.0,37.8,54375.0,23916.0,229.0,11.057460164171898,18.0
"Cheyenne County, Colorado",2017,2127.0,35.8,54907.0,23698.0,245.0,11.51857075693465,22.0
"Cheyenne County, Colorado",2018,2039.0,35.9,55227.0,25234.0,228.0,11.18195193722413,21.0
"Cheyenne County, Colorado",2019,2026.0,39.4,53977.0,29081.0,203.0,10.01974333662389,15.0
"Cheyenne County, Colorado",2020,1999.0,41.1,67763.0,31409.0,256.0,12.8064032016008,33.0
"Cheyenne County, Colorado",2021,1691.0,42.0,69063.0,34055.0,191.0,11.295091661738617,28.0
"Clear Creek County, Colorado",2011,9083.0,45.2,62756.0,35345.0,548.0,6.033248926566112,45.0
"Clear Creek County, Colorado",2012,9059.0,45.8,60517.0,36015.0,873.0,9.636825256650845,88.0
"Clear Creek County, Colorado",2013,9048.0,46.8,67259.0,41716.0,909.0,10.046419098143236,79.0
"Clear Creek County, Colorado",2014,9114.0,48.0,68531.0,42446.0,828.0,9.084924292297565,88.0
"Clear Creek County, Colorado",2015,9136.0,48.0,67710.0,42812.0,748.0,8.187390542907181,48.0
"Clear Creek County, Colorado",2016,9238.0,47.6,68250.0,42355.0,677.0,7.328426066248106,48.0
"Clear Creek County, Colorado",2017,9257.0,47.2,68534.0,41257.0,622.0,6.719239494436643,22.0
"Clear Creek County, Colorado",2018,9379.0,47.8,69936.0,40655.0,509.0,5.427017805736219,24.0
"Clear Creek County, Colorado",2019,9495.0,48.1,67060.0,39203.0,725.0,7.635597682991048,39.0
"Clear Creek County, Colorado",2020,9533.0,48.6,71919.0,44162.0,578.0,6.063149061155984,22.0
"Clear Creek County, Colorado",2021,9427.0,49.5,76313.0,52364.0,532.0,5.64336480322478,25.0
"Conejos County, Colorado",2011,8228.0,38.4,34435.0,18094.0,1234.0,14.997569275644143,177.0
"Conejos County, Colorado",2012,8241.0,38.2,32860.0,17929.0,1399.0,16.976095134085668,139.0
"Conejos County, Colorado",2013,8256.0,38.2,34526.0,17316.0,1585.0,19.198158914728683,173.0
"Conejos County, Colorado",2014,8276.0,38.5,37357.0,18247.0,1522.0,18.390526824552925,155.0
"Conejos County, Colorado",2015,8249.0,38.4,36652.0,18844.0,1491.0,18.074918171899625,145.0
"Conejos County, Colorado",2016,8213.0,38.7,34630.0,18221.0,1805.0,21.977352976987703,176.0
"Conejos County, Colorado",2017,8147.0,38.2,35657.0,19047.0,1709.0,20.97704676568062,183.0
"Conejos County, Colorado",2018,8142.0,39.4,34746.0,19545.0,1813.0,22.26725620240727,184.0
"Conejos County, Colorado",2019,8128.0,38.8,36084.0,20640.0,1756.0,21.60433070866142,163.0
"Conejos County, Colorado",2020,8130.0,38.5,33611.0,20139.0,1681.0,20.67650676506765,148.0
"Conejos County, Colorado",2021,7579.0,38.7,38536.0,22345.0,1232.0,16.25544267053701,128.0
"Costilla County, Colorado",2011,3556.0,46.8,25949.0,18622.0,784.0,22.04724409448819,93.0
"Costilla County, Colorado",2012,3556.0,47.4,25309.0,18856.0,874.0,24.578177727784027,92.0
"Costilla County, Colorado",2013,3552.0,49.5,29145.0,20742.0,784.0,22.07207207207207,83.0
"Costilla County, Colorado",2014,3578.0,50.6,33594.0,20592.0,893.0,24.95807713806596,113.0
"Costilla County, Colorado",2015,3581.0,49.0,31321.0,21809.0,850.0,23.736386484222283,98.0
"Costilla County, Colorado",2016,3590.0,50.5,26610.0,20238.0,1092.0,30.41782729805014,136.0
"Costilla County, Colorado",2017,3628.0,51.0,29000.0,20737.0,1073.0,29.575523704520396,133.0
"Costilla County, Colorado",2018,3687.0,51.3,30593.0,20715.0,1111.0,30.1328993761866,141.0
"Costilla County, Colorado",2019,3745.0,51.9,30965.0,21732.0,1023.0,27.316421895861147,103.0
"Costilla County, Colorado",2020,3810.0,49.6,34732.0,21893.0,1012.0,26.561679790026247,79.0
"Costilla County, Colorado",2021,3517.0,51.7,35000.0,23442.0,787.0,22.37702587432471,60.0
"Crowley County, Colorado",2011,5866.0,39.6,40636.0,17746.0,664.0,11.31946812137743,72.0
"Crowley County, Colorado",2012,5747.0,39.4,38507.0,17925.0,874.0,15.20793457456064,78.0
"Crowley County, Colorado",2013,5629.0,38.9,31477.0,17187.0,1157.0,20.554272517321017,78.0
"Crowley County, Colorado",2014,5558.0,39.9,31534.0,11726.0,1137.0,20.45699892047499,68.0
"Crowley County, Colorado",2015,5551.0,35.5,31151.0,10742.0,1449.0,26.103404791929382,81.0
"Crowley County, Colorado",2016,5537.0,39.6,31719.0,12513.0,1479.0,26.71121545963518,60.0
"Crowley County, Colorado",2017,5514.0,38.2,35292.0,14393.0,1054.0,19.114980050779835,51.0
"Crowley County, Colorado",2018,5630.0,35.6,37586.0,14988.0,1261.0,22.397868561278862,53.0
"Crowley County, Colorado",2019,5754.0,35.4,42135.0,15517.0,1339.0,23.27076816127911,61.0
"Crowley County, Colorado",2020,5733.0,38.8,40785.0,16593.0,1218.0,21.245421245421245,75.0
"Crowley County, Colorado",2021,6018.0,37.5,37870.0,15037.0,1221.0,20.28913260219342,79.0
"Custer County, Colorado",2011,3853.0,52.7,43358.0,28008.0,439.0,11.393719179859849,37.0
"Custer County, Colorado",2012,4208.0,52.7,42534.0,28019.0,572.0,13.593155893536121,55.0
"Custer County, Colorado",2013,4245.0,54.6,32427.0,25761.0,613.0,14.440518256772673,64.0
"Custer County, Colorado",2014,4274.0,57.4,32261.0,25842.0,746.0,17.454375292466075,111.0
"Custer County, Colorado",2015,4303.0,56.4,35000.0,22661.0,736.0,17.104345805252148,115.0
"Custer County, Colorado",2016,4375.0,56.8,38605.0,22333.0,772.0,17.645714285714284,128.0
"Custer County, Colorado",2017,4505.0,58.2,41330.0,26032.0,693.0,15.382907880133185,104.0
"Custer County, Colorado",2018,4640.0,58.4,44644.0,26976.0,703.0,15.150862068965518,105.0
"Custer County, Colorado",2019,4776.0,59.7,53119.0,29258.0,601.0,12.583752093802346,83.0
"Custer County, Colorado",2020,4941.0,60.1,60361.0,31608.0,377.0,7.63003440599069,35.0
"Custer County, Colorado",2021,4720.0,59.0,59877.0,35255.0,345.0,7.309322033898305,31.0
"Delta County, Colorado",2011,30666.0,45.7,41856.0,23495.0,4184.0,13.643774864670972,364.0
"Delta County, Colorado",2012,30710.0,46.1,42786.0,23890.0,4404.0,14.340605665906871,427.0
"Delta County, Colorado",2013,30659.0,46.7,42078.0,24771.0,4576.0,14.925470498059298,442.0
"Delta County, Colorado",2014,30378.0,47.1,42389.0,24590.0,4738.0,15.596813483441965,380.0
"Delta County, Colorado",2015,30214.0,47.3,42452.0,24417.0,4716.0,15.60865823790296,370.0
"Delta County, Colorado",2016,30221.0,47.5,42011.0,24261.0,4890.0,16.180801429469575,454.0
"Delta County, Colorado",2017,30217.0,47.8,42487.0,25546.0,4795.0,15.868550815765959,465.0
"Delta County, Colorado",2018,30346.0,47.6,44512.0,24886.0,5145.0,16.95445857773677,520.0
"Delta County, Colorado",2019,30565.0,47.3,45269.0,26499.0,5379.0,17.598560444953378,535.0
"Delta County, Colorado",2020,30758.0,47.7,47968.0,26642.0,5329.0,17.325573834449575,551.0
"Delta County, Colorado",2021,31133.0,47.6,51803.0,30551.0,5045.0,16.204670285549096,519.0
"Denver County, Colorado",2011,590507.0,33.7,47499.0,32051.0,108849.0,18.433143044874996,7692.0
"Denver County, Colorado",2012,604356.0,33.7,49091.0,32597.0,112183.0,18.56240361641152,7188.0
"Denver County, Colorado",2013,619297.0,33.8,50313.0,33251.0,116284.0,18.77677431022595,7014.0
"Denver County, Colorado",2014,633777.0,34.0,51800.0,34423.0,113930.0,17.97635445906052,6921.0
"Denver County, Colorado",2015,649654.0,34.1,53637.0,35218.0,110299.0,16.978114504028298,6546.0
"Denver County, Colorado",2016,663303.0,34.2,56258.0,36616.0,106745.0,16.09294696390639,6077.0
"Denver County, Colorado",2017,678467.0,34.4,60098.0,38991.0,100611.0,14.829166341177979,5760.0
"Denver County, Colorado",2018,693417.0,34.4,63793.0,41196.0,93728.0,13.516830420944396,4955.0
"Denver County, Colorado",2019,705576.0,34.5,68592.0,43770.0,89203.0,12.642578545755525,4660.0
"Denver County, Colorado",2020,715878.0,34.6,72661.0,45636.0,83516.0,11.666233631987573,4639.0
"Denver County, Colorado",2021,706799.0,34.8,78177.0,50642.0,80620.0,11.406354564734812,4958.0
"Dolores County, Colorado",2011,2043.0,43.7,44077.0,22729.0,252.0,12.334801762114537,22.0
"Dolores County, Colorado",2012,1806.0,46.5,43098.0,24392.0,251.0,13.89811738648948,25.0
"Dolores County, Colorado",2013,1709.0,48.2,37750.0,22880.0,253.0,14.803978935049736,23.0
"Dolores County, Colorado",2014,1736.0,46.3,32578.0,21543.0,347.0,19.98847926267281,31.0
"Dolores County, Colorado",2015,1862.0,39.9,31875.0,20199.0,398.0,21.37486573576799,27.0
"Dolores County, Colorado",2016,1789.0,46.0,32240.0,21112.0,346.0,19.340413638904415,31.0
"Dolores County, Colorado",2017,1736.0,49.4,40352.0,23190.0,245.0,14.112903225806452,21.0
"Dolores County, Colorado",2018,1841.0,51.8,41714.0,24505.0,250.0,13.579576317218903,21.0
"Dolores County, Colorado",2019,1857.0,48.8,45972.0,26323.0,246.0,13.247172859450727,13.0
"Dolores County, Colorado",2020,1896.0,57.5,56786.0,31290.0,130.0,6.856540084388186,10.0
"Dolores County, Colorado",2021,2288.0,58.6,62500.0,36003.0,283.0,12.368881118881118,32.0
"Douglas County, Colorado",2011,280643.0,36.2,101193.0,43461.0,9663.0,3.4431644473583876,870.0
"Douglas County, Colorado",2012,286883.0,36.7,101108.0,43195.0,11538.0,4.021848628186404,926.0
"Douglas County, Colorado",2013,293014.0,36.9,101591.0,43634.0,11248.0,3.8387244295494414,1000.0
"Douglas County, Colorado",2014,299794.0,37.2,102626.0,44105.0,12240.0,4.082803525087226,962.0
"Douglas County, Colorado",2015,306974.0,37.6,102964.0,45500.0,12110.0,3.944959507971359,1161.0
"Douglas County, Colorado",2016,314238.0,37.8,105759.0,47062.0,11807.0,3.7573431602797878,1223.0
"Douglas County, Colorado",2017,320940.0,38.1,111154.0,48725.0,11636.0,3.6255998005857792,1247.0
"Douglas County, Colorado",2018,328614.0,38.4,115314.0,51017.0,11333.0,3.448727077969898,1126.0
"Douglas County, Colorado",2019,336041.0,38.7,119730.0,53313.0,10275.0,3.057662606646213,927.0
"Douglas County, Colorado",2020,344280.0,39.0,121393.0,53836.0,10911.0,3.1692227256883934,1012.0
"Douglas County, Colorado",2021,351929.0,39.1,127443.0,57481.0,10594.0,3.0102662752998475,942.0
"Eagle County, Colorado",2011,51457.0,33.6,70914.0,38174.0,5266.0,10.233787434168335,408.0
"Eagle County, Colorado",2012,51850.0,34.2,71030.0,38665.0,5138.0,9.909353905496625,483.0
"Eagle County, Colorado",2013,52151.0,34.7,74456.0,39497.0,5666.0,10.864604705566528,474.0
"Eagle County, Colorado",2014,52233.0,35.1,73774.0,39355.0,5166.0,9.8902992361151,395.0
"Eagle County, Colorado",2015,52576.0,35.6,72214.0,38193.0,4780.0,9.091600730371272,361.0
"Eagle County, Colorado",2016,52894.0,35.9,78763.0,38604.0,4237.0,8.010360343328166,325.0
"Eagle County, Colorado",2017,53726.0,36.5,83803.0,40450.0,4128.0,7.6834307411681495,221.0
"Eagle County, Colorado",2018,54357.0,36.5,84685.0,41064.0,3793.0,6.9779421233695755,268.0
"Eagle County, Colorado",2019,54681.0,37.0,84790.0,44391.0,4354.0,7.962546405515627,339.0
"Eagle County, Colorado",2020,54960.0,36.8,85877.0,47406.0,5033.0,9.157569141193596,392.0
"Eagle County, Colorado",2021,55693.0,37.8,91338.0,49010.0,5102.0,9.160935844720163,354.0
"El Paso County, Colorado",2011,611377.0,34.2,57079.0,28624.0,69255.0,11.32770778096003,4850.0
"El Paso County, Colorado",2012,622816.0,34.1,57531.0,28776.0,75363.0,12.100363510250219,5351.0
"El Paso County, Colorado",2013,634423.0,33.8,57125.0,28867.0,76520.0,12.061353387251092,5363.0
"El Paso County, Colorado",2014,645707.0,33.6,57487.0,29314.0,78493.0,12.156132735125993,5512.0
"El Paso County, Colorado",2015,655024.0,33.6,58206.0,29659.0,75033.0,11.45500012213293,5129.0
"El Paso County, Colorado",2016,665171.0,33.8,60219.0,30261.0,73012.0,10.97642561085796,5003.0
"El Paso County, Colorado",2017,674826.0,34.0,62535.0,31217.0,72699.0,10.772999262031991,4975.0
"El Paso County, Colorado",2018,688153.0,34.1,65334.0,32348.0,72948.0,10.600549587083105,4931.0
"El Paso County, Colorado",2019,698974.0,34.2,68779.0,33728.0,68548.0,9.806945608849542,4530.0
"El Paso County, Colorado",2020,710499.0,34.4,71517.0,35177.0,67975.0,9.567219658296493,4730.0
"El Paso County, Colorado",2021,722736.0,34.6,75909.0,37619.0,67252.0,9.305195811471963,4409.0
"Elbert County, Colorado",2011,22859.0,42.3,79367.0,34527.0,1315.0,5.752657596570279,107.0
"Elbert County, Colorado",2012,23058.0,43.0,80811.0,35034.0,1384.0,6.002255182583052,115.0
"Elbert County, Colorado",2013,23295.0,43.8,82118.0,36077.0,1503.0,6.4520283322601415,150.0
"Elbert County, Colorado",2014,23545.0,44.5,82154.0,36421.0,1712.0,7.271182841367594,140.0
"Elbert County, Colorado",2015,23855.0,45.1,84963.0,38021.0,1649.0,6.912596939844896,190.0
"Elbert County, Colorado",2016,24225.0,45.4,87288.0,39360.0,1221.0,5.040247678018575,169.0
"Elbert County, Colorado",2017,24553.0,45.6,92849.0,42522.0,1160.0,4.724473587748951,168.0
"Elbert County, Colorado",2018,25162.0,46.1,96658.0,43349.0,1110.0,4.411414037039981,152.0
"Elbert County, Colorado",2019,25717.0,46.1,99199.0,44690.0,1230.0,4.782828479216083,178.0
"Elbert County, Colorado",2020,26230.0,46.2,104231.0,43911.0,1264.0,4.818909645444148,149.0
"Elbert County, Colorado",2021,25897.0,46.2,114904.0,50147.0,1084.0,4.185813028536124,117.0
"Fremont County, Colorado",2011,47040.0,42.9,38979.0,19657.0,5674.0,12.062074829931973,630.0
"Fremont County, Colorado",2012,47006.0,43.0,40893.0,19379.0,5376.0,11.436837850487171,583.0
"Fremont County, Colorado",2013,46850.0,43.4,39943.0,18954.0,6262.0,13.36606189967983,747.0
"Fremont County, Colorado",2014,46879.0,43.3,40569.0,19161.0,6274.0,13.38339128394377,680.0
"Fremont County, Colorado",2015,46809.0,43.5,40423.0,18619.0,6272.0,13.399132645431434,635.0
"Fremont County, Colorado",2016,46835.0,44.3,42308.0,19427.0,6012.0,12.836553859293264,645.0
"Fremont County, Colorado",2017,46601.0,44.8,44712.0,20919.0,5654.0,12.132786850067594,549.0
"Fremont County, Colorado",2018,47002.0,44.9,46296.0,21965.0,5547.0,11.801625462746266,517.0
"Fremont County, Colorado",2019,47321.0,45.1,49409.0,22692.0,5226.0,11.043722660129752,440.0
"Fremont County, Colorado",2020,47725.0,45.2,52364.0,24703.0,4864.0,10.191723415400734,437.0
"Fremont County, Colorado",2021,49007.0,44.8,53411.0,25371.0,5389.0,10.996388271063317,412.0
"Garfield County, Colorado",2011,55696.0,34.2,63929.0,27901.0,5759.0,10.3400603274921,474.0
"Garfield County, Colorado",2012,56330.0,34.7,60215.0,26989.0,6031.0,10.706550683472395,526.0
"Garfield County, Colorado",2013,56687.0,35.1,57022.0,26603.0,6598.0,11.6393529380634,637.0
"Garfield County, Colorado",2014,56684.0,35.6,57214.0,27022.0,6503.0,11.472373156446263,743.0
"Garfield County, Colorado",2015,57076.0,35.9,56590.0,27574.0,6786.0,11.889410610414185,850.0
"Garfield County, Colorado",2016,57495.0,36.1,61300.0,29179.0,6274.0,10.912253239412124,690.0
"Garfield County, Colorado",2017,57945.0,36.2,66503.0,31483.0,5449.0,9.403744930537579,622.0
"Garfield County, Colorado",2018,58538.0,36.3,72898.0,32491.0,4662.0,7.964057535276231,504.0
"Garfield County, Colorado",2019,59055.0,36.5,75937.0,33393.0,5009.0,8.481923630513927,489.0
"Garfield County, Colorado",2020,59605.0,36.6,75435.0,33826.0,4454.0,7.472527472527473,349.0
"Garfield County, Colorado",2021,61221.0,36.8,77212.0,35608.0,4771.0,7.793077538753042,420.0
"Gilpin County, Colorado",2011,5241.0,44.7,59394.0,33439.0,508.0,9.69280671627552,30.0
"Gilpin County, Colorado",2012,5358.0,44.5,62286.0,35473.0,547.0,10.20903322135125,58.0
"Gilpin County, Colorado",2013,5477.0,44.8,63885.0,38022.0,589.0,10.754062442943217,49.0
"Gilpin County, Colorado",2014,5557.0,43.3,65851.0,37375.0,568.0,10.22134245096275,58.0
"Gilpin County, Colorado",2015,5605.0,44.7,65670.0,38361.0,413.0,7.368421052631579,66.0
"Gilpin County, Colorado",2016,5708.0,44.8,67544.0,37027.0,392.0,6.867554309740715,63.0
"Gilpin County, Colorado",2017,5793.0,45.2,72544.0,45110.0,315.0,5.4375970999482135,25.0
"Gilpin County, Colorado",2018,5924.0,45.7,75120.0,48460.0,238.0,4.017555705604321,21.0
